train_id,model,year,last_check,next_check,warehouse_id
534,XC70,2009,2024-08-10,2025-07-19,42
535,Element,2008,2024-11-26,2025-07-22,153
536,Impreza,1993,2025-02-16,2025-12-28,264
537,Elise,2010,2024-12-13,2025-10-29,91
538,Colt,1993,2025-04-26,2025-11-04,120
539,Jetta,1984,2025-02-20,2025-09-27,204
540,Rabbit,2008,2024-08-27,2025-08-30,198
541,IS-F,2009,2024-11-14,2026-01-21,375
542,Discovery,2005,2025-04-30,2025-11-25,64
543,Mountaineer,2000,2025-03-04,2026-03-04,174
544,Arnage,2005,2024-05-11,2025-09-23,208
545,Forester,1999,2025-01-25,2025-11-16,174
546,Neon,1995,2024-06-29,2025-09-13,382
547,Celica,1993,2024-10-18,2026-02-23,217
548,X-90,1998,2025-02-03,2026-01-14,378
549,rio,1997,2024-05-07,2025-06-24,138
550,240,1993,2024-06-17,2025-10-16,393
551,Uplander,2005,2025-01-11,2025-11-06,26
552,GTO,1990,2024-11-02,2025-12-07,85
553,Armada,2005,2024-09-03,2025-12-03,289
554,Capri,1992,2024-05-08,2025-10-25,335
555,Elantra,2009,2024-08-10,2025-09-13,242
556,Silverado,2003,2024-06-20,2025-09-07,243
557,S4,2010,2025-04-10,2025-12-18,18
558,Silverado,2008,2024-10-09,2025-05-31,382
559,1500,1992,2024-08-18,2025-05-25,313
560,Yukon XL 1500,2009,2024-12-16,2025-05-31,116
561,Rally Wagon 3500,1994,2025-01-23,2025-09-30,30
562,Vandura 1500,1992,2024-05-17,2026-04-14,372
563,3500,1995,2025-02-23,2025-09-23,348
564,Jimmy,1999,2024-09-28,2026-01-07,267
565,Fusion,2006,2025-03-02,2026-03-21,356
566,3 Series,1995,2024-05-18,2025-11-08,69
567,NSX,2004,2024-09-08,2025-07-06,369
568,Stratus,1996,2025-04-11,2025-09-11,203
569,S4,2005,2024-10-12,2026-03-24,326
570,PT Cruiser,2004,2024-05-11,2025-09-18,324
571,TL,2011,2024-10-31,2025-10-09,177
572,Grand Marquis,1989,2024-08-22,2025-06-27,371
573,Pathfinder,1995,2024-10-13,2025-12-05,142
574,F-Series,1987,2024-06-12,2025-07-09,342
575,G-Series G10,1995,2024-09-02,2025-08-01,152
576,S10,2000,2025-02-20,2026-01-08,128
577,Vandura 1500,1993,2025-02-08,2025-12-28,306
578,Continental,1991,2024-06-03,2025-11-18,1
579,911,1999,2025-05-01,2025-09-09,348
580,I,1997,2024-09-09,2025-09-03,66
581,Maxima,2003,2024-08-06,2026-03-26,279
582,E150,2005,2024-09-24,2026-04-25,123
583,Freelander,2010,2025-01-03,2025-05-19,88
584,Savana 1500,1998,2025-02-04,2025-10-31,196
585,3500,1995,2024-05-30,2025-10-01,285
586,GX,2011,2024-05-07,2025-07-28,372
587,Mazda5,2009,2025-04-23,2025-11-12,210
588,Fit,2009,2025-05-02,2025-05-18,246
589,Cougar,2002,2024-12-10,2025-07-26,45
590,Gallardo,2012,2024-07-31,2025-11-30,275
591,Diablo,2000,2024-12-21,2026-01-08,379
592,Corolla,2001,2024-08-30,2025-11-08,187
593,2500,1998,2024-08-06,2026-03-06,328
594,Cube,2012,2024-06-01,2025-08-14,400
595,Range Rover,2002,2024-06-22,2025-05-22,318
596,Sierra 2500,2012,2025-03-24,2025-08-17,334
597,Riviera,1997,2024-12-17,2026-04-18,99
598,Touareg,2009,2025-01-12,2025-12-29,198
599,GTO,1974,2024-08-27,2025-08-23,291
600,XK,2008,2025-01-26,2026-01-10,172
601,Continental Mark VII,1987,2024-07-17,2026-02-04,35
602,G,2009,2024-11-23,2026-02-15,283
603,Cressida,1992,2024-06-01,2025-11-18,13
604,Vitara,2003,2025-01-03,2025-11-25,359
605,Camaro,2011,2024-11-11,2025-06-28,212
606,Defender Ice Edition,2010,2024-07-30,2025-12-30,326
607,Parisienne,1986,2024-07-25,2026-04-10,117
608,Passat,2000,2024-09-27,2025-10-23,143
609,Tacoma Xtra,2004,2024-05-25,2025-05-20,336
610,S10,1993,2024-07-03,2025-08-02,234
611,Mazda3,2012,2024-09-27,2025-06-01,149
612,E-Class,2008,2024-07-15,2025-05-13,361
613,Escalade,2000,2025-01-10,2026-04-05,251
614,Diablo,1990,2025-04-03,2026-04-04,296
615,CL,1998,2024-10-06,2026-01-25,80
616,Caprice,1996,2025-03-09,2026-01-27,229
617,Escape,2008,2024-10-27,2025-10-05,334
618,Grand Am,1988,2024-12-03,2025-05-08,192
619,S8,2009,2024-08-15,2025-07-15,392
620,Previa,1997,2024-11-28,2025-08-29,41
621,Range Rover,2008,2024-10-19,2025-09-15,2
622,XC70,2008,2024-07-01,2025-06-08,46
623,Sierra 2500,2012,2025-02-16,2026-03-15,157
624,Econoline E250,2002,2024-09-22,2025-10-15,126
625,Corolla,1995,2024-09-01,2026-04-06,384
626,Amigo,1998,2024-09-06,2026-03-09,197
627,CR-V,2003,2025-02-14,2025-12-30,216
628,LeBaron,1994,2024-09-09,2025-07-24,63
629,Pajero,1985,2024-06-13,2025-10-30,156
630,RX-8,2006,2024-12-12,2025-12-11,223
631,Crossfire,2006,2024-09-20,2025-09-02,197
632,Malibu,2002,2025-02-16,2025-06-30,124
633,Grand Am,1985,2024-09-16,2026-04-06,197
634,Catera,2001,2025-01-15,2026-04-20,234
635,Cougar,1986,2024-10-05,2025-05-13,378
636,Sierra,2011,2024-05-19,2025-08-01,284
637,8 Series,1992,2024-12-17,2025-06-18,336
638,09-   ,2012,2024-06-18,2025-05-21,86
639,TundraMax,2007,2024-09-26,2025-07-25,13
640,Turbo Firefly,1988,2025-02-23,2026-04-26,3
641,Pathfinder,1997,2024-10-26,2026-04-01,310
642,Prizm,1997,2024-07-09,2025-10-06,343
643,Grand Voyager,1993,2025-05-01,2026-05-02,311
644,5 Series,2001,2024-09-13,2026-03-18,119
645,Laser,1993,2024-06-08,2025-11-27,164
646,XT,1987,2024-12-27,2025-11-05,19
647,Park Avenue,2004,2024-12-13,2025-08-18,359
648,Sienna,2000,2024-10-21,2025-10-11,276
649,LS,2010,2024-06-05,2026-04-23,212
650,Bonneville,2000,2025-03-14,2025-12-02,146
651,Savana 3500,2002,2025-02-09,2025-11-22,43
652,Sunbird,1986,2024-06-13,2026-04-07,225
653,Camaro,1968,2024-05-06,2025-09-29,249
654,Express,2011,2025-02-28,2025-12-31,259
655,B-Series,1992,2025-03-09,2026-01-03,247
656,Maxima,2001,2024-12-05,2026-04-22,354
657,M5,2002,2024-09-22,2025-06-04,189
658,LeSabre,2003,2024-08-01,2025-08-07,213
659,Pajero,1987,2024-10-15,2026-04-10,40
660,Matrix,2011,2025-01-29,2026-02-25,313
661,Challenger,2000,2024-08-27,2025-11-03,184
662,900,1985,2025-04-25,2025-08-08,35
663,Vibe,2006,2024-06-29,2026-02-05,15
664,Mulsanne,2011,2024-12-06,2025-10-14,264
665,Bonneville,1997,2025-04-17,2025-07-27,330
666,Diablo,1995,2024-11-13,2026-02-16,37
667,530,2006,2025-01-16,2026-03-11,187
668,Range Rover Sport,2011,2024-07-20,2025-08-14,114
669,Titan,2006,2024-11-09,2026-04-24,188
670,530,2002,2024-08-14,2025-11-29,40
671,Murciélago,2007,2024-11-24,2026-03-02,179
672,Mirage,1998,2024-12-20,2026-04-15,158
673,Impreza,2001,2024-08-04,2025-09-13,347
674,2500,1993,2024-05-19,2025-10-20,369
675,SL-Class,1991,2024-11-20,2025-05-28,78
676,Avalanche 2500,2002,2024-06-23,2025-09-04,55
677,CL-Class,2006,2024-11-01,2025-07-04,62
678,CX-7,2009,2024-06-28,2025-12-31,182
679,Grand Vitara,2005,2024-06-01,2025-08-05,46
680,B-Series Plus,2003,2024-06-18,2025-09-05,153
681,DeVille,1998,2024-09-06,2025-11-07,185
682,Arnage,2005,2024-07-01,2025-12-29,381
683,XC70,2005,2024-11-03,2025-11-30,335
684,SC,2002,2024-08-02,2025-10-26,18
685,Express 1500,2005,2024-06-18,2025-06-07,19
686,Sigma,1990,2024-07-06,2026-04-18,121
687,Grand Prix,1994,2024-10-28,2026-02-18,375
688,Grand Prix,1990,2024-10-24,2025-11-13,221
689,Caravan,1995,2024-08-29,2026-02-27,290
690,Express 3500,2001,2024-09-07,2026-01-28,59
691,GTO,1997,2024-12-20,2026-02-05,357
692,Corolla,1995,2025-03-28,2025-10-07,266
693,Roadmaster,1992,2024-11-21,2025-05-06,73
694,XG350,2004,2024-08-15,2026-01-04,45
695,Karif,1990,2024-09-01,2025-05-20,130
696,Sonata,1996,2024-09-18,2025-07-01,114
697,Grand Caravan,2004,2025-02-24,2025-11-07,354
698,Passport,1995,2024-05-11,2025-12-06,171
699,D250,1993,2024-07-17,2026-04-22,324
700,Sebring,2005,2025-04-23,2025-12-26,216
701,325,2004,2025-04-09,2025-12-24,89
702,SRX,2005,2025-04-01,2025-10-19,37
703,Forester,1999,2024-08-29,2025-08-03,121
704,xB,2008,2024-05-13,2025-05-23,40
705,Ram Van 3500,2003,2024-12-16,2026-01-24,252
706,Summit,1993,2024-12-30,2025-06-10,170
707,Z4,2010,2024-10-06,2025-05-23,390
708,PT Cruiser,2010,2024-09-02,2025-06-27,380
709,Mazdaspeed6,2006,2024-11-06,2025-10-08,248
710,G,1993,2024-05-19,2026-02-01,248
711,Savana 2500,2006,2024-05-25,2026-04-14,215
712,Sportage,2007,2024-07-25,2025-11-11,357
713,X6 M,2013,2025-03-08,2025-06-27,376
714,09-   ,2005,2025-02-20,2025-05-11,137
715,Pathfinder,1999,2025-01-11,2026-01-09,99
716,R8,2011,2024-10-15,2025-09-17,56
717,Metro,1998,2025-04-30,2025-08-20,34
718,Sidekick,1991,2024-07-22,2025-09-01,166
719,TL,2000,2024-11-29,2025-05-28,228
720,Altima,2011,2025-03-14,2026-03-06,374
721,Express 3500,2004,2024-08-19,2026-03-15,290
722,STS,2010,2024-11-18,2026-03-30,131
723,S8,2007,2024-06-27,2026-04-02,149
724,Mark VIII,1995,2024-09-16,2025-06-14,149
725,Spyder,1990,2025-01-14,2025-10-04,193
726,MX-5,1997,2024-08-21,2025-09-07,389
727,Town Car,1998,2024-12-05,2025-12-05,290
728,350Z,2009,2024-06-18,2026-01-20,76
729,Allroad,2004,2024-12-17,2025-11-08,400
730,Santa Fe,2006,2025-02-08,2026-02-06,99
731,G-Series G30,1996,2025-01-19,2026-04-03,263
732,Escalade EXT,2005,2024-12-07,2026-02-12,384
733,E-Series,1993,2025-01-13,2026-01-13,40
734,Grand Am,1994,2024-11-13,2025-11-06,345
735,F350,2001,2024-10-23,2026-02-25,76
736,Montero,2002,2025-02-14,2025-11-01,340
737,Entourage,2007,2024-11-15,2025-08-21,313
738,Millenia,1998,2025-01-30,2026-02-09,61
739,M,2001,2025-04-25,2026-04-06,179
740,Skylark,1995,2024-11-10,2026-02-26,389
741,Trans Sport,1995,2025-01-19,2026-02-19,248
742,Armada,2008,2025-01-03,2025-11-12,338
743,Rodeo,1994,2024-07-31,2025-09-08,285
744,GX,2010,2025-03-28,2025-09-29,231
745,DeVille,1999,2024-12-24,2026-01-21,54
746,Navigator,2003,2024-06-21,2025-05-08,91
747,HHR,2006,2024-12-03,2026-01-29,23
748,Z3,1996,2024-10-17,2025-10-18,362
749,rio,1999,2025-01-16,2025-10-07,290
750,Optima,2009,2024-09-01,2026-03-12,303
751,Estate,1990,2024-05-31,2025-08-03,26
752,Caravan,1998,2024-08-20,2025-06-22,336
753,Sierra 2500,2010,2024-10-26,2026-01-19,231
754,DBS,2008,2024-06-11,2025-08-04,353
755,S-Class,2007,2025-04-21,2025-06-07,331
756,944,1988,2024-11-11,2025-08-28,397
757,Legend,1989,2024-11-03,2025-08-12,171
758,Town Car,2002,2024-09-05,2026-01-28,318
759,3 Series,2000,2025-03-16,2026-03-13,128
760,XJ Series,1999,2024-06-11,2025-06-13,192
761,Astro,2001,2024-06-05,2025-06-14,266
762,T100,1994,2024-06-07,2025-08-24,214
763,Miata MX-5,2007,2025-04-21,2025-10-17,74
764,Lancer Evolution,2011,2024-08-02,2026-01-07,315
765,Mighty Max,1995,2024-05-19,2026-03-06,320
766,Spider,1993,2025-03-09,2026-02-05,68
767,Passat,2005,2024-11-24,2025-08-27,64
768,Corvette,1957,2024-08-24,2025-08-04,6
769,626,1985,2025-01-08,2026-02-12,232
770,GTI,2004,2024-12-10,2026-04-12,187
771,GTI,2012,2024-10-14,2026-03-06,248
772,Tundra,2002,2025-04-11,2025-09-10,165
773,Acadia,2012,2024-05-07,2025-08-08,170
774,Frontier,2001,2024-11-13,2025-08-24,71
775,Explorer Sport,2001,2024-06-20,2025-06-18,72
776,Range Rover Sport,2010,2025-03-13,2025-11-17,293
777,Ram Van 3500,1995,2025-04-23,2025-05-26,54
778,Trooper,2000,2024-08-27,2026-03-07,174
779,Voyager,2000,2024-11-29,2026-01-27,49
780,1500,1999,2025-01-08,2026-01-27,184
781,SLS-Class,2011,2024-08-09,2026-03-10,239
782,S80,2003,2024-07-11,2025-12-31,250
783,E-Series,1988,2025-02-09,2025-08-16,279
784,Mark VIII,1997,2024-11-05,2025-11-15,79
785,Ranger,1987,2025-03-26,2026-01-07,305
786,LR3,2009,2024-10-23,2025-06-01,11
787,R32,2008,2024-09-02,2025-08-14,308
788,XC90,2010,2025-03-26,2025-11-09,179
789,Bravada,1999,2024-06-20,2026-03-11,152
790,Country,1967,2024-08-23,2026-01-25,23
791,LeSabre,2000,2024-08-15,2025-10-20,333
792,Outback,2005,2025-02-27,2025-12-12,396
793,RSX,2006,2024-06-16,2025-06-17,212
794,SC,1997,2024-06-05,2026-04-05,291
795,Brat,1984,2024-12-18,2025-09-16,340
796,Impreza,2005,2024-06-04,2025-11-01,209
797,B-Series,2007,2024-12-01,2025-06-28,97
798,Grand Am,1999,2024-09-09,2026-01-04,296
799,Laser,1989,2025-02-09,2025-08-16,32
800,Tacoma Xtra,2000,2025-01-15,2025-11-20,92
801,Aerostar,1995,2025-04-14,2026-04-23,52
802,Cooper,2008,2024-09-11,2025-06-12,3
803,Regal,1999,2024-06-11,2025-11-23,79
804,Cherokee,1995,2024-05-23,2026-02-06,358
805,Q5,2011,2024-08-02,2026-01-26,286
806,Odyssey,2012,2025-03-21,2026-03-31,268
807,Laser,1992,2024-08-25,2025-10-06,121
808,H1,2001,2025-02-08,2026-04-21,230
809,Voyager,2003,2025-04-24,2025-05-30,1
810,RDX,2012,2024-10-09,2025-11-13,93
811,Savana 1500,2005,2025-04-25,2025-08-13,236
812,Focus,2004,2024-11-20,2025-12-02,248
813,Galant,1989,2024-11-25,2025-05-26,93
814,Range Rover,2010,2024-10-22,2025-11-04,361
815,Legacy,2004,2024-12-29,2026-02-04,365
816,XL-7,2005,2024-12-11,2026-02-16,19
817,Tracker,2003,2025-02-25,2025-11-07,73
818,F430,2007,2024-09-05,2025-10-03,277
819,Rabbit,2007,2024-06-19,2025-07-02,163
820,911,1991,2024-05-08,2025-06-25,214
821,Firefly,1992,2024-06-16,2025-06-13,18
822,M3,2008,2025-03-24,2025-12-18,29
823,Verona,2006,2024-06-09,2025-05-26,48
824,1000,1984,2025-04-20,2025-11-08,114
825,Crown Victoria,2006,2025-03-14,2025-06-10,219
826,Explorer,2006,2024-10-01,2025-05-27,325
827,Vantage,2007,2024-08-11,2026-03-25,104
828,GTI,2004,2024-05-16,2025-09-18,234
829,QX,2006,2025-03-22,2025-09-16,213
830,Elantra,2000,2025-03-21,2026-01-27,226
831,Savana 3500,2002,2025-03-18,2026-04-26,282
832,1500,1992,2024-11-26,2026-01-20,155
833,FX,2009,2025-02-10,2025-05-09,78
834,Yukon,2003,2024-12-04,2025-07-15,96
835,Escalade,2006,2025-03-18,2026-04-21,378
836,TT,2001,2024-09-19,2026-02-19,276
837,7 Series,2003,2024-12-07,2025-07-11,208
838,Aerio,2007,2024-11-08,2025-07-01,337
839,Montero,2004,2025-01-23,2025-09-10,216
840,Ipsum,2000,2024-12-14,2025-09-27,310
841,Cherokee,2001,2024-08-09,2025-07-19,35
842,Ascender,2006,2025-02-14,2025-05-09,159
843,Reatta,1991,2024-12-12,2025-09-16,305
844,Grand Marquis,1990,2025-04-11,2025-07-30,158
845,Econoline E250,1992,2024-07-21,2025-07-14,257
846,Fit,2010,2024-11-14,2025-09-18,333
847,599 GTB Fiorano,2008,2024-11-03,2025-11-07,338
848,Ram Van 1500,1999,2024-10-20,2025-09-17,389
849,Firebird,1996,2024-09-23,2025-11-15,75
850,Ram,1994,2024-11-01,2026-03-03,348
851,Corvette,2000,2024-10-07,2026-02-01,384
852,X5 M,2011,2024-09-25,2026-03-29,203
853,Avalon,2012,2024-12-28,2025-11-25,9
854,Grand Am,1990,2025-02-14,2026-03-31,336
855,Malibu Maxx,2006,2024-07-18,2025-05-13,137
856,Cabriolet,1996,2024-07-24,2025-08-20,332
857,G,2005,2025-02-08,2025-08-21,304
858,Colorado,2006,2024-12-24,2025-05-19,327
859,Avenger,2000,2025-01-06,2025-07-19,103
860,Mariner,2008,2024-10-18,2026-01-03,330
861,S4,2001,2024-06-13,2025-10-18,36
862,Golf,1992,2025-03-29,2026-03-04,166
863,1500 Club Coupe,1994,2024-08-14,2026-02-18,46
864,Expedition,1997,2025-02-28,2025-06-13,304
865,Commander,2009,2024-11-20,2026-01-03,169
866,Equator,2010,2025-02-21,2025-05-27,354
867,Mountaineer,2000,2025-01-05,2026-04-27,84
868,C30,2012,2025-05-01,2025-10-14,107
869,Cooper,2002,2025-03-28,2025-06-25,374
870,R-Class,2011,2024-08-09,2025-07-03,132
871,Golf,1993,2024-06-24,2025-10-18,344
872,Sedona,2012,2024-11-09,2025-08-06,253
873,Avanti,1962,2025-02-12,2026-02-14,101
874,LR4,2010,2024-12-13,2025-08-07,232
875,Tacoma,2012,2024-12-31,2025-05-23,149
876,LeMans,1966,2024-05-18,2025-12-25,11
877,Cutlass Supreme,1992,2025-01-29,2026-04-21,152
878,Prowler,1997,2025-02-24,2025-10-19,247
879,Monte Carlo,1998,2024-09-19,2025-08-02,338
880,Esprit,1998,2025-02-26,2025-07-01,280
881,A5,2010,2024-09-12,2025-07-05,114
882,Savana 3500,1998,2024-05-29,2025-10-09,257
883,Liberty,2007,2024-09-11,2026-01-25,16
884,Bonneville,2002,2024-10-06,2026-03-17,370
885,SL-Class,1989,2025-02-15,2025-06-11,286
886,Q,1997,2024-07-26,2025-05-09,273
887,M,2007,2024-05-26,2025-05-15,71
888,Grand Prix,1992,2024-08-17,2025-12-06,49
889,LR2,2011,2025-01-01,2026-01-24,220
890,SLK-Class,2005,2024-11-05,2026-01-25,336
891,960,1996,2025-04-18,2025-09-26,230
892,Sprinter,2009,2024-12-27,2025-08-20,398
893,Allroad,2005,2024-07-13,2026-02-18,184
894,C70,2002,2024-10-19,2026-02-13,248
895,Catera,1998,2024-10-14,2025-08-06,301
896,Montana,2000,2024-05-06,2025-12-03,380
897,Astra,2009,2024-07-01,2025-06-13,147
898,RL,2009,2024-09-21,2026-04-24,305
899,F350,2008,2024-08-18,2025-12-17,54
900,Lucerne,2010,2024-07-29,2025-05-29,150
901,7 Series,2000,2025-04-26,2026-04-09,270
902,Regal,2003,2024-07-11,2025-10-06,36
903,Forte,2011,2025-04-17,2025-11-19,13
904,del Sol,1994,2025-01-05,2025-06-24,387
905,S-Class,1989,2024-12-17,2025-10-25,378
906,Caravan,1993,2024-07-22,2025-07-19,90
907,Thunderbird,1983,2024-12-25,2026-02-22,311
908,Solara,2007,2024-10-25,2025-11-16,57
909,Econoline E250,1992,2024-06-07,2025-12-17,179
910,62,2004,2025-03-08,2026-03-24,163
911,Edge,2007,2025-01-07,2025-10-02,4
912,B-Series,2003,2025-03-24,2026-02-25,177
913,Accord,2000,2024-06-26,2025-09-27,18
914,Caprice,1994,2024-06-29,2026-02-22,362
915,Golf,1985,2024-07-16,2026-05-03,51
916,Aerio,2003,2025-03-07,2026-03-15,191
917,Taurus,2005,2024-12-29,2025-05-30,90
918,Cabriolet,1995,2024-06-13,2025-06-07,287
919,Regal,2002,2024-06-21,2025-11-20,49
920,SC,2006,2024-12-26,2025-09-25,13
921,M6,2006,2025-02-07,2025-07-17,281
922,Sprinter,2009,2025-02-27,2026-02-09,121
923,Bronco,1995,2024-07-26,2025-09-08,65
924,Enclave,2008,2025-03-03,2025-07-27,310
925,CLK-Class,2005,2025-03-29,2026-01-29,9
926,Sportage,2010,2024-07-09,2026-03-04,169
927,911,2012,2025-03-23,2025-09-08,379
928,Q,1994,2025-02-21,2026-04-14,198
929,QX,1999,2024-06-28,2025-06-12,382
930,Escape,2010,2024-08-17,2025-10-29,335
931,V40,2004,2025-01-07,2026-02-06,30
932,Sportvan G10,1992,2025-03-27,2025-12-29,13
933,Sunbird,1983,2024-11-30,2025-06-19,138
934,LeSabre,1985,2024-09-13,2025-08-17,373
935,Sky,2009,2024-07-23,2026-02-22,255
936,F-Series Super Duty,2008,2025-01-08,2025-09-11,8
937,Sierra,2008,2024-09-15,2025-09-30,155
938,Malibu,2006,2025-01-23,2025-08-28,148
939,Sportage,2000,2025-02-17,2025-06-15,101
940,Corvette,1962,2025-03-11,2026-02-12,335
941,Rodeo,2001,2025-02-17,2025-07-03,66
942,Eurovan,2001,2025-02-08,2026-03-02,51
943,Ridgeline,2010,2024-10-17,2025-09-20,199
944,Camry Hybrid,2012,2024-05-23,2026-04-08,346
945,911,2011,2024-06-15,2025-08-17,127
946,Protege,2003,2024-08-07,2025-11-26,46
947,V70,2001,2024-08-30,2025-06-07,39
948,Safari,1995,2025-01-01,2025-10-04,282
949,Tundra,2001,2024-10-28,2025-11-15,97
950,Lancer,2012,2024-09-17,2025-06-17,378
951,Camaro,2012,2024-08-22,2025-05-16,158
952,Sportage,2005,2025-02-22,2025-11-18,70
953,SM,1972,2025-01-27,2025-12-15,146
954,Grand Cherokee,2003,2024-05-06,2025-07-16,323
955,3 Series,2010,2024-07-04,2025-12-29,199
956,Type 2,1991,2024-12-12,2026-04-29,115
957,Aerio,2003,2024-08-25,2025-10-15,280
958,QX,2001,2025-01-23,2025-09-17,211
959,300SE,1992,2024-10-15,2025-07-23,332
960,5 Series,2001,2024-09-01,2025-10-31,231
961,Trooper,1997,2024-09-10,2026-01-18,304
962,Villager,2002,2024-12-07,2025-05-31,339
963,G35,2006,2024-09-16,2025-12-11,331
964,S-Series,1998,2024-07-19,2026-03-30,275
965,Biturbo,1985,2024-05-29,2025-06-29,237
966,A4,1998,2025-01-10,2026-04-17,255
967,Fury,1964,2024-09-24,2025-05-15,320
968,Mustang,2008,2024-11-29,2025-08-19,123
969,M,2000,2024-11-10,2025-07-18,354
970,XK,2011,2025-01-06,2026-03-30,124
971,Element,2007,2024-08-16,2025-05-22,253
972,xD,2008,2025-01-23,2026-01-15,253
973,Charger,1968,2025-02-14,2026-01-28,59
974,Venture,2004,2025-04-29,2025-10-20,251
975,Suburban 1500,2007,2024-05-11,2026-01-24,10
976,Mariner,2008,2024-08-05,2026-02-20,359
977,Century,1998,2024-09-16,2025-11-16,202
978,3500,1992,2025-02-11,2025-05-21,172
979,Defender,1995,2024-11-14,2026-01-02,344
980,Insight,2001,2024-08-06,2025-09-25,265
981,Spirit,1995,2025-02-23,2025-08-19,217
982,Yukon XL 1500,2010,2024-05-10,2025-07-20,159
983,Silverado 1500,1999,2025-03-29,2026-01-03,77
984,F250,2002,2025-01-23,2025-06-22,201
985,Ram 2500,2009,2024-08-27,2026-03-30,226
986,Cooper Clubman,2008,2025-02-13,2026-04-04,58
987,D150,1993,2024-06-22,2026-02-05,179
988,Scoupe,1994,2025-04-11,2026-01-09,293
989,09-   ,2010,2024-07-18,2025-08-13,378
990,GTO,2006,2025-03-25,2025-05-09,280
991,Liberty,2002,2025-03-07,2026-04-15,258
992,Camaro,1968,2024-06-11,2025-07-10,359
993,09-   ,2009,2025-01-07,2026-01-03,229
994,Crosstour,2012,2025-02-13,2026-02-12,173
995,Aerostar,1997,2024-06-27,2026-01-11,236
996,EXP,1985,2024-10-15,2026-01-21,229
997,Custom Cruiser,1992,2024-10-21,2026-02-23,176
998,Armada,2006,2024-12-20,2025-11-02,283
999,A4,1997,2025-01-26,2025-08-07,45
1000,900,1989,2024-10-24,2026-03-11,335
1001,RAV4,1999,2024-07-16,2026-03-25,218
1002,Dynasty,1992,2025-04-14,2025-10-14,364
1003,Chariot,1994,2024-12-14,2025-05-07,381
1004,Park Avenue,2004,2024-09-30,2026-02-04,196
1005,Sonata,2013,2024-05-26,2025-10-30,89
1006,Ram 50,1992,2024-10-19,2025-06-14,70
1007,Grand Prix,1990,2024-07-05,2025-10-12,182
1008,Odyssey,1997,2025-03-18,2025-05-19,107
1009,928,1994,2024-06-21,2026-03-13,273
1010,RL,2004,2025-03-02,2025-10-05,10
1011,MX-3,1994,2025-02-22,2025-05-05,12
1012,Sunfire,1996,2025-01-23,2026-03-09,49
1013,RVR,1992,2024-06-28,2026-02-11,353
1014,Explorer Sport,2000,2025-02-06,2025-05-26,277
1015,900,1999,2024-10-24,2026-05-01,242
1016,Pilot,2010,2024-06-06,2025-07-22,251
1017,Alcyone SVX,1992,2024-06-20,2025-12-05,181
1018,Celica,2005,2024-12-03,2025-08-24,282
1019,Optima,2004,2024-07-18,2025-05-12,298
1020,Chariot,1985,2024-05-18,2025-06-17,331
1021,Corvette,1994,2025-03-21,2025-07-07,280
1022,Taurus,1992,2024-07-28,2025-08-05,43
1023,DB9,2006,2024-10-28,2025-12-30,174
1024,Sable,1996,2024-09-12,2026-02-14,118
1025,Tracker,1993,2024-07-03,2025-10-25,304
1026,Escalade EXT,2010,2025-01-19,2025-09-18,341
1027,Monte Carlo,1999,2024-07-02,2026-03-02,141
1028,Pilot,2004,2024-08-03,2025-08-27,292
1029,Maxima,2000,2025-01-04,2026-01-12,293
1030,240,1992,2024-11-19,2025-09-18,190
1031,GTI,2012,2024-05-05,2026-02-13,213
1032,Stylus,1992,2025-04-27,2025-09-28,373
1033,Bronco,1996,2024-08-25,2025-07-28,25
1034,Murano,2005,2024-05-27,2025-10-20,9
1035,S6,2002,2024-09-12,2025-08-26,173
1036,Eurovan,1997,2025-01-27,2026-01-20,200
1037,Spectra,2003,2025-01-23,2026-02-05,118
1038,R8,2010,2025-03-18,2025-08-19,55
1039,Econoline E150,2001,2025-02-21,2025-10-05,98
1040,Prelude,1984,2024-12-12,2025-06-24,235
1041,Commander,2010,2025-03-07,2025-06-23,248
1042,Solara,2004,2024-12-16,2025-10-14,204
1043,Suburban 1500,2012,2024-09-07,2026-02-16,328
1044,Venture,1999,2024-12-19,2026-03-02,31
1045,W201,1987,2025-04-02,2026-02-15,315
1046,Esprit,1995,2025-03-02,2026-01-13,181
1047,Blazer,1994,2024-09-08,2026-04-22,25
1048,Sportage,1998,2024-10-17,2025-06-02,131
1049,Discovery,2001,2024-08-31,2025-08-24,293
1050,H1,2000,2024-07-13,2025-05-30,319
1051,Taurus,1991,2025-03-16,2025-07-13,47
1052,Integra,2000,2024-09-13,2025-10-06,184
1053,Voyager,2000,2024-06-15,2025-09-16,327
1054,S5,2010,2024-09-11,2026-03-31,193
1055,B-Series,2004,2025-02-01,2026-04-29,284
1056,D350 Club,1993,2024-11-20,2025-08-02,289
1057,6 Series,2004,2024-12-17,2025-12-16,390
1058,NV1500,2012,2025-04-04,2025-07-22,80
1059,Grand Cherokee,2005,2024-11-04,2026-03-24,156
1060,Legacy,1994,2024-05-18,2025-06-05,358
1061,Ram 1500,1999,2025-01-29,2026-02-17,140
1062,CX-9,2011,2024-07-12,2026-01-17,388
1063,A6,2012,2024-05-20,2025-11-23,19
1064,Murano,2009,2024-12-21,2026-03-25,336
1065,Fiero,1988,2025-04-15,2025-10-23,9
1066,Sorento,2003,2025-03-23,2025-07-17,95
1067,Taurus,2003,2024-10-27,2025-11-21,25
1068,200SX,1997,2024-06-22,2025-08-23,261
